,year,artist,track,id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1359,1986,Luther Vandross,So Amazing,2BABTeUx608FA8b47bDuLK,53,0.625,0.312,6,-14.797,1,0.0334,0.655,0.000181,0.287,0.319,128.575,222547,4
1360,1986,Miguel Mateos - Zas,Cuando Seas Grande,25NeGSHqObqSJg79oir7pB,65,0.627,0.736,4,-6.715,1,0.0386,0.0535,3.33e-05,0.0239,0.774,144.651,265707,4
1361,1986,Linda Ronstadt,"Somewhere Out There - From ""An American Tail"" Soundtrack",6Zd6gSMyyjSybIw4lK9Ecy,53,0.32,0.221,0,-16.302,1,0.0328,0.817,0.000137,0.0977,0.116,80.04,238173,4
1362,1986,Wham!,I'm Your Man,2gG7E5OZi5D5QLRIctv63z,60,0.756,0.837,2,-6.943,1,0.051,0.297,0,0.0567,0.588,132.146,243093,4
1363,1986,Reba McEntire,Little Rock,4kGwf8ArBjC8AZRNbahDxk,48,0.662,0.466,2,-14.705,1,0.0365,0.38,5.71e-06,0.0838,0.831,140.137,187067,4
1364,1986,Howard Jones,No One Is To Blame,2K5LRXf7eGH9HzdeNPZc2a,50,0.743,0.354,9,-13.619,1,0.0285,0.683,4.55e-05,0.0621,0.8,95.123,258400,4
1365,1986,Belinda Carlisle,Mad About You,1SWfuzL0VJx1oYnEtqueSr,50,0.426,0.578,9,-11.514,1,0.0379,0.0134,9.08e-05,0.072,0.45,71.706,216560,4
1366,1986,Van Halen,Best of Both Worlds,5BNJqYUN3FI4krR901tdLd,48,0.559,0.717,2,-14.802,1,0.0626,0.0505,0.000116,0.286,0.603,115.451,288827,4
1367,1986,Spandau Ballet,True,4q2lRiodoQnyFO65watkse,56,0.738,0.528,0,-9.746,1,0.0281,0.307,0.223,0.0733,0.415,97.39,365160,4
1368,1986,Beastie Boys,She's Crafty,2dbFLEQojkH0Z7xBL7uvMl,48,0.811,0.851,6,-7.174,1,0.17,0.0135,8.13e-06,0.0731,0.699,96.761,215133,4
1369,1986,Tesla,Little Suzi,5ihJU3sYiOaUhU5S4LRJBV,47,0.55,0.719,2,-9.809,1,0.0387,0.0315,2.53e-06,0.115,0.358,89.975,297000,4
1370,1986,Misfits,Bullet,0KYD6Ma0Q0V7uMmwkumpjs,51,0.393,0.907,7,-9.837,1,0.041,0.17,0,0.263,0.551,191.897,98667,4
1371,1986,Atlantic Starr,Secret Lovers,4nKPgKXfFiPW7cNex5oDtt,50,0.339,0.379,0,-15.08,1,0.0528,0.653,3.56e-06,0.219,0.429,74.142,330667,4
1372,1986,The Communards,Don't Leave Me This Way (with Sarah Jane Morris),0ire4j2mcGovF5JA1D2cTp,66,0.64,0.926,3,-5.597,1,0.0322,0.135,2.04e-06,0.134,0.901,131.997,271067,4
1373,1986,Queensrÿche,Walk In The Shadows,27Wxcom55Yau5sRB0Ed9kw,51,0.554,0.968,6,-4.248,0,0.038,0.04,7.55e-06,0.871,0.562,100.772,214093,4
1374,1986,Poison,I Won't Forget You - Remastered,6WmVgLj2htklkU3SZOsItg,54,0.287,0.84,6,-3.947,1,0.0404,0.0551,0.0225,0.21,0.648,202.903,214373,4
1375,1986,Metallica,Battery (Remastered),7qRxAH7ZRB2Ita3mebXfR3,47,0.48,0.923,11,-8.793,0,0.0682,0.000211,0.531,0.106,0.44,96.535,312360,4
1376,1986,Judas Priest,Turbo Lover - Remastered,1i5yWGXgtFABa0czv2pbZH,55,0.551,0.876,9,-7.02,1,0.037,0.174,9.04e-06,0.397,0.746,151.575,334000,4
1377,1986,Beastie Boys,The New Style,0Mu1MYdE414HeybYSms5KK,48,0.583,0.791,6,-7.191,0,0.45,0.0282,0,0.272,0.685,98.673,275547,4
1378,1986,Journey,Girl Can't Help It,2tWhYbJL0dZbkWXfhZbDZs,49,0.517,0.922,9,-2.341,0,0.078,0.0556,4.15e-06,0.358,0.448,126.028,230640,4
1379,1986,Bachman-Turner Overdrive,You Ain't Seen Nothing Yet - Single Version,6D8hZtbS4ul6jYQRICqRAO,52,0.509,0.533,2,-12.035,1,0.0408,0.00044,0.00322,0.309,0.788,119.916,218240,4
1380,1986,The Human League,Human,537yo062QIz16oQOgxmul3,48,0.625,0.572,8,-9.095,1,0.0251,0.049,0.00151,0.0939,0.36,101.355,265320,4
1381,1986,Los Invasores De Nuevo León,Aviéntame,3owpZ2lx2iMQ3FkeI5VKmA,55,0.602,0.48,7,-10.46,1,0.22,0.155,0,0.0722,0.81,173.846,192173,4
1382,1986,R.E.M.,Fall On Me - 2011 Remaster,3xPKSMgZl4N3rfTyIgSPfa,52,0.432,0.852,0,-4.865,1,0.0473,0.0711,0.000391,0.155,0.596,118.256,169920,4
1383,1986,Lorenzo Antonio,Doce Rosas,7cGgfuTFHDRA0b7zdzEg6R,60,0.663,0.551,2,-9.923,1,0.0341,0.25,0,0.111,0.638,117.39,229669,4
1384,1986,Poison,Look What The Cat Dragged In,5DmRCfszmaz7osOPCmAHVI,49,0.512,0.96,3,-3.144,0,0.0723,0.0053,4.09e-06,0.0755,0.604,147.84,190933,4
1385,1986,Midnight Star,Midas Touch,3EbZ5BPfyt1txbgIOsJNcS,46,0.882,0.735,0,-6.886,1,0.0547,0.0125,0.0067,0.0267,0.811,117.012,296893,4
1386,1986,Van Halen,Summer Nights,68qTWgabevPj41WbvHtKwY,48,0.352,0.623,7,-12.997,1,0.0518,0.0982,2.23e-06,0.0708,0.691,92.829,305040,4
1387,1986,Hüsker Dü,Don't Want to Know If You Are Lonely,4tPFEWRuNQhibDQSGB2PVE,50,0.305,0.965,0,-5.926,1,0.0809,0.00128,0.00124,0.317,0.644,90.81,210867,4
1388,1986,Depeche Mode,Stripped,20BDMQu40KIUxUeFusq6eq,49,0.47,0.635,7,-14.43,1,0.0312,0.218,0.214,0.102,0.629,180.684,253333,4
1389,1986,Soul Asylum,Runaway Train,3Ib3SJV8ZXuLvDiDb2w1As,57,0.616,0.714,0,-7.02,1,0.0385,0.00481,0,0.133,0.53,117.422,266067,4
1390,1986,Beastie Boys,"Hold It Now, Hit It",3C8xkK4Cir2QmiaN07GIZs,47,0.791,0.738,6,-8.768,0,0.355,0.0123,0,0.351,0.891,95.3,206213,4
1391,1986,Van Halen,5150,6Xd3sEwne19qbUzxOrUl40,48,0.254,0.72,1,-13.81,1,0.0471,0.00965,0.00234,0.0573,0.679,157.652,342667,4
1392,1986,Loose Ends,Slow Down,0nTwHVx5Hs7gnZeZcZQTrb,46,0.735,0.582,11,-11.2,0,0.0628,0.213,2.55e-06,0.0541,0.674,102.896,303280,4
1393,1986,Cocteau Twins,"Those Eyes, That Mouth",67FMvER1wXDIGzManwB4Xk,49,0.401,0.675,11,-7.961,0,0.0425,4.09e-05,0.825,0.0763,0.27,120.011,218200,3
1394,1986,The Fabulous Thunderbirds,Tuff Enuff,5A6NxpltFMv6jCsuA1qRHQ,47,0.58,0.663,6,-11.48,0,0.0385,0.0735,0.00211,0.645,0.718,116.305,202400,4
1395,1986,Stevie Nicks,Talk to Me,0lqNtjLgTJYScspOhJXxtx,49,0.643,0.712,5,-6.385,1,0.0266,0.0576,0.00467,0.287,0.636,103.07,250027,4
1396,1986,Misfits,Astro Zombies,7dWyBjRr6F6Ap2N6xNNXf2,49,0.468,0.846,0,-11.889,1,0.0484,0.608,0.468,0.214,0.476,110.761,131333,4
1397,1986,Metallica,Welcome Home (Sanitarium) (Remastered),5Nu6hybktveVXtgD7hDLVD,46,0.309,0.767,0,-9.676,1,0.033,0.000305,0.151,0.0967,0.413,97.944,387147,4
1398,1986,Metallica,"Damage, Inc. (Remastered)",5X5wkmwPA1rQwtBdh2SNTv,46,0.366,0.848,11,-10.575,0,0.157,0.000506,0.476,0.12,0.162,92.172,332467,4
1399,1986,Peter Gabriel,Don't Give Up - 2012 Remaster,1wKkRvZnuVde5OYhKwTMeY,45,0.543,0.257,3,-15.568,1,0.0528,0.832,0.000442,0.078,0.363,161.409,393586,3
1400,1987,Guns N' Roses,Sweet Child O' Mine,7snQQk1zcKl8gZ92AnueZW,81,0.446,0.952,6,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303,356067,4
1401,1987,Guns N' Roses,Welcome To The Jungle,0G21yYKMZoHa30cYVi1iA8,78,0.453,0.987,8,-4.485,1,0.0889,0.0195,0.283,0.268,0.316,123.544,273480,4
1402,1987,Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),2tUBqZG2AbRi7Q0BIrVrEj,81,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,291293,4
1403,1987,Fleetwood Mac,Everywhere - 2017 Remaster,254bXAqt3zP6P50BdQvEsq,79,0.73,0.487,4,-10.991,1,0.0303,0.258,0.01,0.0852,0.731,114.965,226653,4
1404,1987,Guns N' Roses,Paradise City,6eN1f9KNmiWEhpE2RhQqB5,76,0.268,0.98,11,-5.958,1,0.103,0.0192,0.00709,0.182,0.395,100.315,405600,4
1405,1987,Randy Travis,"Forever and Ever, Amen",1ipcb9qXpSHWhSUvdxJhsx,70,0.677,0.724,2,-8.992,1,0.0245,0.143,0.000101,0.158,0.697,90.392,212640,4
1406,1987,The Cure,Just like Heaven,76GlO5H5RT6g7y0gev86Nk,69,0.43,0.971,9,-3.845,1,0.0524,0.0271,2.16e-05,0.185,0.764,151.219,212000,4
1407,1987,Def Leppard,Pour Some Sugar On Me - Remastered 2017,0PdM2a6oIjqepoEfcJo0RO,74,0.267,0.953,1,-4.899,0,0.096,0.00211,0,0.283,0.568,84.989,267307,4
1408,1987,Rick Astley,Never Gonna Give You Up,4cOdK2wGLETKBW3PvgPWqT,78,0.721,0.939,8,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309,213573,4
1409,1987,Mötley Crüe,"Girls, Girls, Girls",549Go7a66CX6k523uK9kUv,72,0.599,0.931,7,-4.653,1,0.0735,0.0302,6.69e-05,0.392,0.536,140.123,270427,4
1410,1987,U2,I Still Haven't Found What I'm Looking For,6wpGqhRvJGNNXwWlPmkMyO,77,0.564,0.774,1,-9.424,1,0.0368,0.0135,0.00191,0.0861,0.657,100.894,277477,4
1411,1987,The Smiths,Back to the Old House - 2011 Remaster,6LUGvXEAK8WxIBYK43uoTb,72,0.626,0.488,2,-7.805,1,0.0253,0.0102,0.000188,0.141,0.404,104.13,186627,3
1412,1987,Luis Miguel,Ahora Te Puedes Marchar,1uKjQoh8JZj9ryuYRhpd7E,80,0.78,0.877,6,-3.683,0,0.0427,0.148,2.36e-06,0.0627,0.909,133.263,191973,4
1413,1987,INXS,Need You Tonight,5eU8qMd0TpaLqTGDZJaLDs,66,0.801,0.723,10,-4.985,0,0.0689,0.0713,0.154,0.0675,0.883,109.03,180518,4
1414,1987,Starship,Nothing's Gonna Stop Us Now,3X7uFMzJrEE0sxn62qd8Ch,76,0.643,0.802,6,-4.92,1,0.0227,0.0299,0,0.0719,0.53,95.99,270333,4
1415,1987,U2,With Or Without You - Remastered,6ADSaE87h8Y3lccZlBJdXH,78,0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,295516,4
1416,1987,Fleetwood Mac,Little Lies - 2017 Remaster,4CoSCPlKNrWli7E5kFtbcl,72,0.64,0.649,2,-10.345,1,0.0264,0.216,8.3e-05,0.0551,0.865,124.825,221053,4
1417,1987,Whitesnake,Here I Go Again - 2018 Remaster,1qOU8KzFifXE9YrgjVwYvc,63,0.292,0.823,7,-6.763,1,0.0407,0.0117,7.79e-05,0.155,0.244,89.939,275395,4
1418,1987,Heart,Alone,54b8qPFqYqIndfdxiLApea,74,0.418,0.452,1,-13.099,1,0.0356,0.638,0.00026,0.0959,0.168,175.088,218733,4
1419,1987,George Michael,Faith - Remastered,0HEmnAUT8PHznIAAmVXqFJ,73,0.887,0.48,11,-11.994,1,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,193200,4
1420,1987,Aerosmith,Dude (Looks Like A Lady),6gQUbFwwdYXlKdmqRoWKJe,69,0.54,0.982,4,-2.962,0,0.0458,0.435,3.37e-05,0.0457,0.91,126.294,265773,4
1421,1987,Los Bukis,Tu Cárcel,0LNn2O06dvsZqvWaS870xJ,71,0.815,0.61,7,-13.603,1,0.0279,0.355,0,0.0764,0.864,100.027,212227,4
1422,1987,Def Leppard,Hysteria,2PFIZFcGry0po3ZfRZkzKc,69,0.659,0.846,7,-5.508,1,0.0274,0.0318,0.0144,0.203,0.659,107.01,354636,4
1423,1987,R.E.M.,It's The End Of The World As We Know It (And I Feel Fine),2oSpQ7QtIKTNFfA08Cy0ku,68,0.381,0.894,7,-8.638,1,0.037,0.0258,0,0.0251,0.797,205.528,246933,4
1424,1987,Depeche Mode,Never Let Me Down Again - 2006 Remaster,2H1BmB1b6Px9KJXIUpD03u,65,0.581,0.886,0,-6.505,1,0.0324,0.279,0.0297,0.691,0.586,106.067,290493,4
1425,1987,INXS,Never Tear Us Apart,1qQSRy9DjrGh3jtsSCU6B1,63,0.665,0.686,0,-5.849,1,0.0268,0.0518,0.000176,0.174,0.275,96.848,185694,3
1426,1987,New Order,Blue Monday,6hHc7Pks7wtBIW8Z6A0iFq,71,0.762,0.651,0,-13.34,1,0.0655,0.00198,0.856,0.111,0.941,130.395,449160,4
1427,1987,Belinda Carlisle,"Heaven Is A Place On Earth - Promo 7"" Edit",3EvpaRZkKWxsgDIO2zMH7g,63,0.605,0.902,4,-5.804,1,0.0385,0.0171,1.31e-06,0.124,0.692,122.866,233667,4
1428,1987,Mötley Crüe,Wild Side,669npuMwVlYFReOpYFYxwH,66,0.596,0.896,0,-4.635,1,0.0383,0.00761,0.000595,0.372,0.457,115.093,281960,4
1429,1987,Eazy-E,Boyz-N-The-Hood,5RGXoZt1qxmAErdhbyKJKq,67,0.785,0.479,3,-10.247,1,0.362,0.0417,3.5e-05,0.334,0.727,87.691,339893,4
1430,1987,The Smiths,Heaven Knows I'm Miserable Now - 2011 Remaster,1H5N26VqHR4JhuaRKY2I0u,67,0.609,0.759,6,-4.862,1,0.0276,0.028,0,0.183,0.774,114.045,215760,4
1431,1987,Tiffany,I Think We're Alone Now,4uvjOKsp7mSjrDhWdkLPBY,68,0.752,0.723,7,-12.126,1,0.0507,0.025,0.00354,0.0212,0.94,130.519,228840,4
1432,1987,U2,Where The Streets Have No Name - Remastered,4qgZs0RNjdzKAS22lP0QjY,70,0.49,0.724,2,-9.581,1,0.0366,0.00976,0.0046,0.159,0.292,125.812,337506,4
1433,1987,George Strait,Ocean Front Property,4G9eIyEcVwLoG7kYNFpSII,59,0.656,0.326,2,-15.756,1,0.0283,0.111,0,0.25,0.787,78.298,188533,4
1434,1987,Michael Jackson,Smooth Criminal - 2012 Remaster,5T7ywazdGIydr6JCW6t02j,70,0.853,0.981,8,-3.947,1,0.0751,0.247,0.468,0.306,0.595,118.193,257760,4
1435,1987,Def Leppard,Pour Some Sugar On Me,1aZLIbKEdsyqxyD6iNcrbA,64,0.267,0.953,1,-4.899,0,0.096,0.00211,0,0.283,0.568,84.989,267307,4
1436,1987,Guns N' Roses,Patience,1OEoNpiyqBghuEUaT6Je6U,71,0.457,0.297,6,-12.511,1,0.0306,0.686,0.000107,0.109,0.333,120.021,354880,4
1437,1987,Aerosmith,Rag Doll,2KCJYwlBWxdlwyIYckIf6V,63,0.579,0.954,4,-3.947,1,0.0558,0.583,0,0.139,0.583,93.448,265693,4
1438,1987,Fleetwood Mac,Seven Wonders - 2017 Remaster,1VN2vWSkSmMKOhxr8lHzSx,66,0.707,0.625,4,-9.529,1,0.0303,0.0259,5.42e-05,0.104,0.634,119.049,222400,4
1439,1987,Def Leppard,Animal,4qjscZh4jfhkpcQG4ZQfi2,64,0.583,0.921,11,-5.215,1,0.0468,0.00153,0.0178,0.188,0.613,119.526,244560,4
1440,1987,Whitesnake,Is This Love - 2018 Remaster,0IhUdJRoolbYeEMPL59XPm,58,0.263,0.759,0,-7.288,1,0.0431,0.0555,0,0.231,0.429,179.904,284496,4
1441,1987,George Harrison,Got My Mind Set On You,1ukHtC2BBs51jmSGaxoEeL,70,0.759,0.85,4,-7.156,1,0.0418,0.456,1.72e-06,0.488,0.963,149.211,234653,4
1442,1987,George Strait,All My Ex's Live In Texas,5QxFcHmC8KjEyTqihiZokY,59,0.764,0.336,9,-16.024,1,0.0302,0.241,9.29e-06,0.118,0.697,130.565,200840,4
1443,1987,The Smiths,This Night Has Opened My Eyes - 2011 Remaster,2Yf0HjCklkx54C4wQzhvzH,63,0.696,0.628,2,-8.407,1,0.0274,0.00102,0.428,0.272,0.701,100.038,221533,4
1444,1987,The Deele,Two Occasions,0mt80ksFAwPHXyAlArU5Yc,58,0.543,0.667,9,-9.546,0,0.0716,0.0259,3.96e-05,0.299,0.559,169.633,258427,4
1445,1987,Los Bukis,Me Volví A Acordar De Ti,6n8Dl1KMjFoUIF9mzto4VP,66,0.66,0.654,9,-13.417,1,0.0274,0.0911,9.55e-05,0.11,0.886,133.55,207187,3
1446,1987,INXS,New Sensation,2bxY1baYlyXNzmjOkFvqId,58,0.68,0.967,4,-2.771,1,0.0664,0.0661,1.75e-06,0.0808,0.895,115.748,219813,4
1447,1987,Randy Travis,I Told You So,6QUEB3DDAD7oJhbIZF2v4Y,57,0.615,0.347,9,-9.596,1,0.0259,0.182,0,0.125,0.273,78.994,219507,4
1448,1987,John Mellencamp,Cherry Bomb,43oPpqzWPSZmeiwYicmzjG,60,0.744,0.945,7,-3.266,1,0.0286,0.0509,1.41e-06,0.0435,0.961,113.882,287107,4
1449,1987,Def Leppard,Love Bites - Remastered 2017,3Dfy8YIxq89i84t108TvMi,64,0.59,0.743,0,-7.078,0,0.0347,0.067,0.00093,0.0847,0.412,129.79,346960,4
1450,1987,Pink Floyd,Learning to Fly,3ieDOGcOqVxScs2VZBzidt,62,0.442,0.56,0,-13.681,1,0.0361,0.252,0.0322,0.151,0.475,166.585,292080,4
1451,1987,Belinda Carlisle,Heaven Is A Place On Earth,58mFu3oIpBa0HLNeJIxsw3,57,0.64,0.81,4,-10.19,1,0.033,0.031,2.22e-06,0.0492,0.804,122.868,247293,4
1452,1987,Whitesnake,Still of the Night - 2018 Remaster,40GS2O35HIqhOVCFZZTfFF,56,0.334,0.854,4,-7.531,0,0.0494,0.00235,0.00114,0.158,0.284,100.175,397768,4
1453,1987,Grateful Dead,Touch of Grey - 2013 Remaster,0mJQlCl9YgxW7kyeltNiVk,57,0.612,0.696,11,-11.34,1,0.0353,0.0785,9.4e-06,0.14,0.849,159.829,350862,4
1454,1987,Dan Hartman,I Can Dream About You,37nxLdGbmgEYQYrqe14xOp,62,0.743,0.5,9,-14.105,1,0.0513,0.0515,0,0.0373,0.903,112.989,249560,4
1455,1987,U2,Sweetest Thing,7ndGFo9nZ108KPgXtfYWCe,66,0.524,0.641,0,-8.967,1,0.0497,0.0437,2.78e-05,0.159,0.482,141.65,184543,4
1456,1987,Guns N' Roses,Mr. Brownstone,65G4Ib3w7tgLjUkO5GseN0,60,0.491,0.974,8,-6.695,1,0.0486,0.0307,2.62e-06,0.274,0.527,106.281,228587,4
1457,1987,Michael Jackson,The Way You Make Me Feel - 2012 Remaster,76HKOVWqsEg26SECtmw7Rz,64,0.877,0.854,1,-4.523,1,0.147,0.0544,5.5e-05,0.144,0.54,114.472,298120,4
1458,1987,Keith Sweat,Make It Last Forever (with Jacci McGhee),7vVIj8Tm1wCawjvwVZdeLD,57,0.494,0.511,4,-12.054,0,0.0825,0.0325,0,0.641,0.506,168.255,296400,4
1459,1987,R.E.M.,The One I Love - Remastered 2012,2fdfsGuqb6SBX5ocoBWHUd,66,0.488,0.84,2,-4.626,1,0.0356,0.000395,1.21e-06,0.346,0.559,127.862,197800,4
1460,1987,Duncan Dhu,En algún lugar,3UIENhLRdFIOuRan92cAQu,72,0.527,0.859,7,-6.685,1,0.0687,0.176,0.0866,0.157,0.443,74.214,235627,4
1461,1987,Michael Jackson,Man in the Mirror - 2012 Remaster,3c7Ctlw9MKlIQPxRH3fOTt,63,0.808,0.812,8,-5.012,1,0.0381,0.52,7.91e-05,0.134,0.269,100.331,318680,4
1462,1987,John Hiatt,Have A Little Faith In Me,23EgnmfkdOsDK96ftbVv0Q,55,0.446,0.41,0,-11.431,1,0.0289,0.736,0,0.122,0.318,156.274,245000,4
1463,1987,Guns N' Roses,Nightrain,7CBFRsUz1pz1cS12soVhih,62,0.394,0.995,1,-4.946,1,0.105,0.13,0.00459,0.263,0.199,148.196,268213,4
1464,1987,Frankie Ruiz,Desnúdate Mujer,65nL3OLuHHfEYxKkHMQ1fL,56,0.658,0.744,7,-10.057,1,0.0365,0.128,2.39e-05,0.308,0.9,99.613,287120,4
1465,1987,The Whispers,Rock Steady,1YCsTFttuHAzgfEWKdOb9K,54,0.927,0.832,10,-7.665,0,0.0604,0.0139,2.6e-06,0.0394,0.958,115.384,307773,4
1466,1987,Bill Medley,"(I've Had) The Time Of My Life - From ""Dirty Dancing"" Soundtrack",6W7ztLBiRzBN46ZaPAcQ0F,66,0.697,0.669,6,-12.723,0,0.0406,0.0404,0.00897,0.0654,0.486,108.506,290333,4
1467,1987,Midnight Oil,Beds Are Burning - Remastered,1CtAzw53AIXKjAemxy4b1j,71,0.753,0.427,0,-11.112,1,0.0387,0.00787,0.00065,0.058,0.295,119.18,255680,4
1468,1987,George Strait,All My Ex's Live In Texas,7k1Xm1wy00hCKJDYJL5p1n,55,0.764,0.333,9,-15.921,1,0.0308,0.217,1.02e-05,0.11,0.738,130.541,200827,4
1469,1987,Echo & the Bunnymen,Lips Like Sugar,3Oa8vnNXStoOHLbJwwMEDP,53,0.552,0.934,4,-4.039,1,0.0299,0.00448,0.0212,0.258,0.863,130.001,291866,4
1470,1987,Canned Heat,Going Up The Country,57460SJgSpCXaRJ9YIYHxy,60,0.653,0.239,5,-18.54,0,0.0453,0.806,0.0146,0.132,0.765,80.392,171373,4
1471,1987,Los Invasores De Nuevo León,Clave 7,29m95um0i0NThLbWA765Lg,60,0.499,0.536,7,-10.578,1,0.133,0.0899,0,0.0384,0.853,195.444,219827,3
1472,1987,The Smiths,Panic - 2011 Remaster,64D3dzWyj0GpQT1AHx4kbK,63,0.53,0.861,7,-4.67,1,0.0372,0.0175,0.0177,0.0857,0.844,130.476,140507,4
1473,1987,Aerosmith,Angel,3kfXUGIdBNpyr2gBvU3Guj,61,0.239,0.819,3,-3.583,1,0.0393,0.304,0,0.0855,0.439,171.449,308907,4
1474,1987,The Smiths,Asleep - 2011 Remaster,7LZgdL0MxiElfaKZbuuE4l,62,0.512,0.255,0,-15.867,1,0.0291,0.88,0.532,0.146,0.215,115.144,253560,3
1475,1987,Los Lobos,La Bamba,0uMMLry3hzWGn3q3loqMkm,67,0.506,0.764,0,-12.239,1,0.046,0.144,0.00025,0.247,0.868,156.336,174187,4
1476,1987,Kathy Mattea,Eighteen Wheels And A Dozen Roses,6EGRx5TVuHAsmy3JKb8SRC,56,0.647,0.6,8,-13.625,1,0.0261,0.0684,0.000112,0.0738,0.961,139.274,203400,4
1477,1987,Édith Piaf,"Non, je ne regrette rien",3dkIE8P7hvl3tHl9KSb6dA,67,0.382,0.354,7,-6.595,1,0.0289,0.858,3.11e-06,0.168,0.435,87.018,142280,4
1478,1987,Ana Gabriel,¡Ay Amor!,0fC6Szw2CX8XZYsydOLmVC,67,0.485,0.528,6,-12.048,1,0.0331,0.463,0,0.0755,0.383,149.119,201040,4
1479,1987,Rick Astley,Together Forever,5eFiEFtrq5dLgVHSZANUNl,67,0.702,0.933,2,-11.876,1,0.0492,0.0519,0.000128,0.155,0.896,115.114,205533,4
1480,1987,Van Morrison,Someone Like You,4beWEVoUbjSziAFPy8voaF,61,0.474,0.351,7,-8.296,1,0.0286,0.382,0.00108,0.0802,0.235,140.804,249627,4
1481,1987,Michael Jackson,Bad - 2012 Remaster,2gSNBigeWMVtY3QBIvPAEc,62,0.787,0.889,8,-3.786,1,0.0397,0.00462,0.423,0.0665,0.394,114.091,247360,4
1482,1987,Whitney Houston,Where Do Broken Hearts Go,7tLtIZclwLWk54PFAyDv5T,65,0.462,0.385,2,-12.173,1,0.0291,0.635,0,0.0682,0.244,61.876,277600,4
1483,1987,Vicente Fernández,Mujeres Divinas,3KapNGuqWYFl9gBfJz9tOT,69,0.528,0.302,5,-9.577,0,0.0674,0.552,5.2e-05,0.269,0.616,140.963,193333,3
1484,1987,The Smiths,Half a Person - 2011 Remaster,3ccAZx3wLZDVB2Nq6rikf9,59,0.608,0.73,6,-8.698,0,0.0291,0.0266,0,0.0565,0.614,120.601,218440,4
1485,1987,Dolly Parton,Wildflowers - 2015 Remaster,27876bQcDNkZhWqvF0zfFN,56,0.609,0.368,10,-13.338,1,0.0294,0.762,6.28e-06,0.335,0.618,90.373,216573,4
1486,1987,Bronco,No Nos Vamos a Olvidar,5n3wmq8bfX0Kq2PHsAtIpm,61,0.466,0.506,7,-13.023,1,0.0284,0.194,1.96e-06,0.338,0.696,77.422,215747,4
1487,1987,George Michael,Father Figure - Remastered,0L0T4tMAaGqLgIVj1MOj9t,61,0.689,0.333,3,-13.288,1,0.0262,0.163,3.36e-05,0.0853,0.284,101.988,336667,4
1488,1987,The Smiths,Girlfriend in a Coma - 2011 Remaster,01q4ccXbvPlCwZ1fPiFaeM,60,0.68,0.626,7,-8.519,1,0.0255,0.126,1.3e-06,0.0995,0.96,104.333,122760,4
1489,1987,Roger,I Want to Be Your Man - Remastered Version,7lJgjvQRJEXcdu19n3Zn5T,53,0.408,0.513,8,-12.146,1,0.0762,0.0468,0,0.112,0.426,81.925,251333,4
1490,1987,Keith Sweat,Right and a Wrong Way,6gTWAUYQMAQV3Cw2t5kWrx,52,0.646,0.409,0,-14.908,0,0.051,0.0122,0,0.179,0.63,119.723,317133,4
1491,1987,Fleetwood Mac,Big Love - 2017 Remaster,0hOA8SoraNo2ZP1amtVYnY,62,0.709,0.699,10,-11.905,0,0.0466,0.0291,0.295,0.0673,0.592,125.377,223733,4
1492,1987,The System,Don't Disturb This Groove,6GAn3ar2CL8wUg0MbICZvp,52,0.521,0.878,9,-8.597,1,0.0542,0.286,6.8e-06,0.136,0.841,159.625,317875,4
1493,1987,Atlantic Starr,Always,5ecomU85GzPgOJZ315oZ88,51,0.613,0.484,0,-9.162,1,0.0251,0.25,2.11e-06,0.195,0.31,131.25,286973,4
1494,1987,Sting,Englishman In New York,4KFM3A5QF2IMcc6nHsu3Wp,71,0.674,0.347,9,-17.707,1,0.0364,0.396,1.05e-05,0.0916,0.647,102.013,267267,4
1495,1987,The Whispers,And the Beat Goes On,7oQ1wkBmYSBEC2x7U08dvn,51,0.793,0.643,11,-7.345,0,0.106,0.134,0.00246,0.0361,0.963,114.894,454253,4
1496,1987,Def Leppard,Armageddon It - Remastered 2017,16MQZkAIAAtI4X5NuiEwuq,56,0.65,0.921,9,-6.014,1,0.0359,0.000798,0.0298,0.134,0.648,119.8,322867,4
1497,1987,Dead Kennedys,Holiday in Cambodia,2OuNnwnNQyWrF47pthWxNb,55,0.133,0.927,7,-5.371,1,0.0741,0.00344,0.00044,0.0915,0.5,197.708,224867,4
1498,1987,The Smiths,Ask - 2011 Remaster,2AdRSHeYmDGMrgIfiS2w7K,59,0.453,0.986,7,-5.768,1,0.119,0.387,0,0.422,0.455,166.594,198147,4
1499,1987,INXS,Mystify,7LV9R3L1YfTSoefglhUyPD,52,0.628,0.855,9,-4.245,0,0.0356,0.026,2.94e-05,0.197,0.408,129.785,196924,4
1500,1987,Whitney Houston,So Emotional,4l2Edgdj4vla02GCh7YyAv,58,0.698,0.791,11,-10.012,0,0.0495,0.271,4.74e-05,0.199,0.809,119.081,276667,4
